Dataline,Play,ActSceneLine,PlayerLine,split,modern_line_v1,modern_line_final,method,annotator_id,reviewer_id,status,quality_score,confidence,context_window,reference_source,notes,last_updated_utc,row_type,ambiguity_flag,alignment_status,reject_reason
48240,Julius Caesar,4.3.4,"Wherein my letters, praying on his side,",train,"Wherein my letters, praying on his side,",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"You have condemn'd and noted Lucius Pella || For taking bribes here of the Sardians, || Wherein my letters, praying on his side, || Because I knew the man, were slighted off. || You wronged yourself to write in such a case.",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=4|scene=3|line=4,fallback_mode=true | unresolved_lexicon:wherein,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:wherein
48254,Julius Caesar,4.3.18,Chastisement!,train,Chastisement!,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"The name of Cassius honours this corruption, || And chastisement doth therefore hide his head. || Chastisement! || Remember March, the ides of March remember: || Did not great Julius bleed for justice' sake?",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=4|scene=3|line=18,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
48440,Julius Caesar,4.3.197,"Therein our letters do not well agree,",train,"Therein our letters do not well agree,",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Octavius, Antony, and Lepidus, || Have put to death an hundred senators. || Therein our letters do not well agree, || Mine speak of seventy senators that died || By their proscriptions, Cicero being one.",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=4|scene=3|line=197,fallback_mode=true | unresolved_lexicon:therein,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:therein
48502,Julius Caesar,4.3.259,Lucius!,train,Lucius!,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"No more. Good night: || Early to-morrow will we rise, and hence. || Lucius! || My gown. || Farewell, good Messala:",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=4|scene=3|line=259,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
48641,Julius Caesar,5.1.34,"Antony,",train,"Antony,",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Witness the hole you made in Caesar's heart, || Crying 'Long live! hail, Caesar!' || Antony, || The posture of your blows are yet unknown, || But for your words, they rob the Hybla bees,",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=5|scene=1|line=34,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
48684,Julius Caesar,5.1.75,Messala!,train,Messala!,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"The storm is up, and all is on the hazard. || Ho, Lucilius! hark, a word with you. || Messala! || Messala, || This is my birth-day, as this very day",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=5|scene=1|line=75,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
48686,Julius Caesar,5.1.77,"Messala,",train,"Messala,",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Ho, Lucilius! hark, a word with you. || Messala! || Messala, || This is my birth-day, as this very day || Was Cassius born. Give me thy hand, Messala:",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=5|scene=1|line=77,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
48964,Julius Caesar,5.5.31,"Even for that our love of old, I prithee,",train,"Even for that our love of old, I prithee,",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Than tarry till they push us. Good Volumnius, || Thou know'st that we two went to school together: || Even for that our love of old, I prithee, || Hold thou my sword-hilts, whilst I run on it. || That's not an office for a friend, my lord.",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=5|scene=5|line=31,fallback_mode=true | unresolved_lexicon:prithee,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:prithee
48985,Julius Caesar,5.5.49,"I prithee, Strato, stay thou by thy lord:",train,"I prithee, Strato, stay you by your lord:",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Fly, my lord, fly. || Hence! I will follow. || I prithee, Strato, stay thou by thy lord: || Thou art a fellow of a good respect, || Thy life hath had some smatch of honour in it:",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=5|scene=5|line=49,fallback_mode=true | unresolved_lexicon:prithee | applied=\bthou\b->you:1;\bthy\b->your:1,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:prithee
49123,King Lear,1.1.91,Nothing!,train,Nothing!,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"A third more opulent than your sisters? Speak. || Nothing, my lord. || Nothing! || Nothing. || Nothing will come of nothing: speak again.",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=1|scene=1|line=91,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
49124,King Lear,1.1.92,Nothing.,train,Nothing.,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Nothing, my lord. || Nothing! || Nothing. || Nothing will come of nothing: speak again. || Unhappy that I am, I cannot heave",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=1|scene=1|line=92,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
49139,King Lear,1.1.107,"Sure, I shall never marry like my sisters,",train,"Sure, I shall never marry like my sisters,",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"That lord whose hand must take my plight shall carry || Half my love with him, half my care and duty: || Sure, I shall never marry like my sisters, || To love my father all. || But goes thy heart with this?",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=1|scene=1|line=107,fallback_mode=true | unresolved_lexicon:marry,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:marry
49167,King Lear,1.1.135,"Let pride, which she calls plainness, marry her.",train,"Let pride, which she calls plainness, marry her.",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Call Burgundy. Cornwall and Albany, || With my two daughters' dowers digest this third: || Let pride, which she calls plainness, marry her. || I do invest you jointly with my power, || Pre-eminence, and all the large effects",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=1|scene=1|line=135,fallback_mode=true | unresolved_lexicon:marry,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:marry
49177,King Lear,1.1.145,This coronet part betwixt you.,train,This coronet part betwixt you.,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"The sway, revenue, execution of the rest, || Beloved sons, be yours: which to confirm, || This coronet part betwixt you. || Royal Lear, || Whom I have ever honour'd as my king,",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=1|scene=1|line=145,fallback_mode=true | unresolved_lexicon:betwixt,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:betwixt
49545,King Lear,1.2.165,Bethink yourself wherein you may have offended,train,Bethink yourself wherein you may have offended,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,displeasure in him by word or countenance? || None at all. || Bethink yourself wherein you may have offended || him: and at my entreaty forbear his presence || till some little time hath qualified the heat of,https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=1|scene=2|line=165,fallback_mode=true | unresolved_lexicon:wherein,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:wherein
49629,King Lear,1.4.21,Service.,train,Service.,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"If thou be as poor for a subject as he is for a || king, thou art poor enough. What wouldst thou? || Service. || Who wouldst thou serve? || Dost thou know me, fellow?",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=1|scene=4|line=21,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
49636,King Lear,1.4.28,Authority.,train,Authority.,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"which I would fain call master. || What's that? || Authority. || What services canst thou do? || I can keep honest counsel, ride, run, mar a curious",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=1|scene=4|line=28,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
49794,King Lear,1.4.170,"Prithee, nuncle, keep a schoolmaster that can teach",train,"Prithee, nuncle, keep a schoolmaster that can teach",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"That such a king should play bo-peep, || And go the fools among. || Prithee, nuncle, keep a schoolmaster that can teach || thy fool to lie: I would fain learn to lie. || An you lie, sirrah, we'll have you whipped.",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=1|scene=4|line=170,fallback_mode=true | unresolved_lexicon:prithee,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:prithee
49813,King Lear,1.4.187,"Yes, forsooth, I will hold my tongue, so your face",train,"Yes, forsooth, I will hold my tongue, so your face",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"figure: I am better than thou art now, I am a fool, || thou art nothing. || Yes, forsooth, I will hold my tongue, so your face || bids me, though you say nothing. Mum, mum, || He that keeps nor crust nor crum,",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=1|scene=4|line=187,fallback_mode=true | unresolved_lexicon:forsooth,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:forsooth
50004,King Lear,1.5.10,"Then, I prithee, be merry, thy wit shall ne'er go",train,"Then, I prithee, be merry, your wit shall never go",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"danger of kibes? || Ay, boy. || Then, I prithee, be merry, thy wit shall ne'er go || slip-shod. || Ha, ha, ha!",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=1|scene=5|line=10,fallback_mode=true | unresolved_lexicon:prithee | applied=\bthy\b->your:1;\bne'er\b->never:1,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:prithee
50187,King Lear,2.1.132,Wherein we must have use of your advice:,train,Wherein we must have use of your advice:,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Thus out of season, threading dark-eyed night: || Occasions, noble Gloucester, of some poise, || Wherein we must have use of your advice: || Our father he hath writ, so hath our sister, || Of differences, which I least thought it fit",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=2|scene=1|line=132,fallback_mode=true | unresolved_lexicon:wherein,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:wherein
50204,King Lear,2.2.5,"Prithee, if thou lovest me, tell me.",train,"Prithee, if you lov me, tell me.",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Where may we set our horses? || I' the mire. || Prithee, if thou lovest me, tell me. || I love thee not. || Why, then, I care not for thee.",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=2|scene=2|line=5,fallback_mode=true | unresolved_lexicon:prithee | applied=\bthou\b->you:1,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:prithee
50479,King Lear,2.4.68,None.,train,None.,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,Stay here. || Made you no more offence but what you speak of? || None. || How chance the king comes with so small a train? || And thou hadst been set i' the stocks for that,https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=2|scene=4|line=68,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
50539,King Lear,2.4.126,I would have all well betwixt you.,train,I would have all well betwixt you.,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Or at their chamber-door I'll beat the drum || Till it cry sleep to death. || I would have all well betwixt you. || O me, my heart, my rising heart! but, down! || Cry to it, nuncle, as the cockney did to the eels",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=2|scene=4|line=126,fallback_mode=true | unresolved_lexicon:betwixt,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:betwixt
50614,King Lear,2.4.195,Wherein I thee endow'd.,train,Wherein I you endow'd.,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Effects of courtesy, dues of gratitude, || Thy half o' the kingdom hast thou not forgot, || Wherein I thee endow'd. || Good sir, to the purpose. || Who put my man i' the stocks?",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=2|scene=4|line=195,fallback_mode=true | unresolved_lexicon:wherein | applied=\bthee\b->you:1,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:wherein
50663,King Lear,2.4.239,"I prithee, daughter, do not make me mad:",train,"I prithee, daughter, do not make me mad:",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"To this detested groom. || At your choice, sir. || I prithee, daughter, do not make me mad: || I will not trouble thee, my child, farewell: || We'll no more meet, no more see one another:",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=2|scene=4|line=239,fallback_mode=true | unresolved_lexicon:prithee,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:prithee
50783,King Lear,3.1.12,"This night, wherein the cub-drawn bear would couch,",train,"This night, wherein the cub-drawn bear would couch,",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Strives in his little world of man to out-scorn || The to-and-fro-conflicting wind and rain. || This night, wherein the cub-drawn bear would couch, || The lion and the belly-pinched wolf || Keep their fur dry, unbonneted he runs,",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=3|scene=1|line=12,fallback_mode=true | unresolved_lexicon:wherein,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:wherein
50862,King Lear,3.2.30,So beggars marry many.,train,So beggars marry many.,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Before the head has any, || The head and he shall louse, || So beggars marry many. || The man that makes his toe || What he his heart should make",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=3|scene=2|line=30,fallback_mode=true | unresolved_lexicon:marry,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:marry
50873,King Lear,3.2.40,"Marry, here's grace and a cod-piece, that's a wise",train,"Marry, here's grace and a cod-piece, that's a wise",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"I will say nothing. || Who's there? || Marry, here's grace and a cod-piece, that's a wise || man and a fool. || Alas, sir, are you here? things that love night",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=3|scene=2|line=40,fallback_mode=true | unresolved_lexicon:marry,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:marry
50945,King Lear,3.3.8,"Go to, say you nothing. There's a division betwixt",train,"Go to, say you nothing. There's a division betwixt",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"him, nor any way sustain him. || Most savage and unnatural! || Go to, say you nothing. There's a division betwixt || the dukes, and a worse matter than that: I have || received a letter this night, 'tis dangerous to be",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=3|scene=3|line=8,fallback_mode=true | unresolved_lexicon:betwixt,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:betwixt
50994,King Lear,3.4.27,"Prithee, go in thyself: seek thine own ease:",train,"Prithee, go in thyself: seek yours own ease:",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"No more of that. || Good my lord, enter here. || Prithee, go in thyself: seek thine own ease: || This tempest will not give me leave to ponder || On things would hurt me more. But I'll go in.",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=3|scene=4|line=27,fallback_mode=true | unresolved_lexicon:prithee | applied=\bthine\b->yours:1,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:prithee
51085,King Lear,3.4.111,"Prithee, nuncle, be contented, 'tis a naughty night",train,"Prithee, nuncle, be contented, 'tis a naughty night",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"forked animal as thou art. Off, off, you lendings! || come unbutton here. || Prithee, nuncle, be contented, 'tis a naughty night || to swim in. Now a little fire in a wild field were || like an old lecher's heart, a small spark, all the",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=3|scene=4|line=111,fallback_mode=true | unresolved_lexicon:prithee,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:prithee
51204,King Lear,3.6.9,"Prithee, nuncle, tell me whether a madman be a",train,"Prithee, nuncle, tell me whether a madman be a",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Nero is an angler in the lake of darkness. || Pray, innocent, and beware the foul fiend. || Prithee, nuncle, tell me whether a madman be a || gentleman or a yeoman? || A king, a king!",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=3|scene=6|line=9,fallback_mode=true | unresolved_lexicon:prithee,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:prithee
51289,King Lear,3.6.87,"Good friend, I prithee, take him in thy arms,",train,"Good friend, I prithee, take him in your arms,",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Come hither, friend: where is the king my master? || Here, sir, but trouble him not, his wits are gone. || Good friend, I prithee, take him in thy arms, || I have o'erheard a plot of death upon him: || There is a litter ready, lay him in 't,",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=3|scene=6|line=87,fallback_mode=true | unresolved_lexicon:prithee | applied=\bthy\b->your:1,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:prithee
51337,King Lear,3.7.12,"betwixt us. Farewell, dear sister: farewell, my",train,"betwixt us. Farewell, dear sister: farewell, my",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"a most festinate preparation: we are bound to the || like. Our posts shall be swift and intelligent || betwixt us. Farewell, dear sister: farewell, my || lord of Gloucester. || How now! where's the king?",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=3|scene=7|line=12,fallback_mode=true | unresolved_lexicon:betwixt,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:betwixt
51385,King Lear,3.7.54,Cunning.,train,Cunning.,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Which came from one that's of a neutral heart, || And not from one opposed. || Cunning. || And false. || Where hast thou sent the king?",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=3|scene=7|line=54,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
51508,King Lear,4.1.49,"Then, prithee, get thee gone: if, for my sake,",train,"Then, prithee, get you gone: if, for my sake,",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Is that the naked fellow? || Ay, my lord. || Then, prithee, get thee gone: if, for my sake, || Thou wilt o'ertake us, hence a mile or twain, || I' the way toward Dover, do it for ancient love,",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=4|scene=1|line=49,fallback_mode=true | unresolved_lexicon:prithee | applied=\bthee\b->you:1,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:prithee
51635,King Lear,4.2.76,"Marry, your manhood now--",train,"Marry, your manhood now--",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Thy flesh and bones: howe'er thou art a fiend, || A woman's shape doth shield thee. || Marry, your manhood now-- || What news? || O, my good lord, the Duke of Cornwall's dead:",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=4|scene=2|line=76,fallback_mode=true | unresolved_lexicon:marry,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:marry
51935,King Lear,4.6.108,Pass.,train,Pass.,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Give the word. || Sweet marjoram. || Pass. || I know that voice. || Ha! Goneril, with a white beard! They flattered",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=4|scene=6|line=108,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
51986,King Lear,4.6.159,Read.,train,Read.,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"I would not take this from report, it is, || And my heart breaks at it. || Read. || What, with the case of eyes? || O, ho, are you there with me? No eyes in your",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=4|scene=6|line=159,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
52163,King Lear,4.7.10,"I prithee, put them off.",train,"I prithee, put them off.",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Be better suited: || These weeds are memories of those worser hours: || I prithee, put them off. || Pardon me, dear madam, || Yet to be known shortens my made intent:",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=4|scene=7|line=10,fallback_mode=true | unresolved_lexicon:prithee,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:prithee
52484,King Lear,5.3.102,"If you will marry, make your loves to me,",train,"If you will marry, make your loves to me,",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"'Tis she is sub-contracted to this lord, || And I, her husband, contradict your bans. || If you will marry, make your loves to me, || My lady is bespoke. || An interlude!",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=5|scene=3|line=102,fallback_mode=true | unresolved_lexicon:marry,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:marry
52522,King Lear,5.3.135,Sound!,train,Sound!,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"traitor, let him appear by the third sound of the || trumpet: he is bold in his defence.' || Sound! || Again! || Again!",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=5|scene=3|line=135,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
52524,King Lear,5.3.136,Again!,train,Again!,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"trumpet: he is bold in his defence.' || Sound! || Again! || Again! || Ask him his purposes, why he appears",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=5|scene=3|line=136,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
52526,King Lear,5.3.137,Again!,train,Again!,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Sound! || Again! || Again! || Ask him his purposes, why he appears || Upon this call o' the trumpet.",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=5|scene=3|line=137,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
52663,King Lear,5.3.267,Now marry in an instant.,train,Now marry in an instant.,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"By her is poisoned, she hath confess'd it. || I was contracted to them both: all three || Now marry in an instant. || Here comes Kent. || Produce their bodies, be they alive or dead:",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=5|scene=3|line=267,fallback_mode=true | unresolved_lexicon:marry,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:marry
52718,King Lear,5.3.316,"Prithee, away.",train,"Prithee, away.",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"It is a chance which does redeem all sorrows || That ever I have felt. || Prithee, away. || 'Tis noble Kent, your friend. || A plague upon you, murderers, traitors all!",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=5|scene=3|line=316,fallback_mode=true | unresolved_lexicon:prithee,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:prithee
52774,King Lear,5.3.369,"Break, heart, I prithee, break!",train,"Break, heart, I prithee, break!",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Look there, look there! || He faints! My lord, my lord! || Break, heart, I prithee, break! || Look up, my lord. || Vex not his ghost: O, let him pass! he hates him much",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=5|scene=3|line=369,fallback_mode=true | unresolved_lexicon:prithee,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:prithee
52923,Loves Labours Lost,1.1.126,"Marry, that did I.",train,"Marry, that did I.",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Let's see the penalty. || 'On pain of losing her tongue.' Who devised this penalty? || Marry, that did I. || Sweet lord, and why? || To fright them hence with that dread penalty.",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=1|scene=1|line=126,fallback_mode=true | unresolved_lexicon:marry,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:marry
53021,Loves Labours Lost,1.1.221,Peace!,train,Peace!,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"It may be so: but if he say it is so, he is, in || telling true, but so. || Peace! || Be to me and every man that dares not fight! || No words!",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=1|scene=1|line=221,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
53052,Loves Labours Lost,1.1.252,"wherewith,--",train,"wherewith,--",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"established proclaimed edict and continent canon, || which with,--O, with--but with this I passion to say || wherewith,-- || With a wench. || female, or, for thy more sweet understanding, a",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=1|scene=1|line=252,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
53152,Loves Labours Lost,1.2.47,Impossible.,train,Impossible.,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"I have promised to study three years with the duke. || You may do it in an hour, sir. || Impossible. || How many is one thrice told? || I am ill at reckoning, it fitteth the spirit of a tapster.",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=1|scene=2|line=47,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
